N	Unused	Total	%Cov	%Cov(50)	%Cov(95)	Accession	Name	Species	Peptides(95%)			Biological Processes	Molecular Function	PANTHER ID
305	0	2	3.35300005972385	3.35300005972385	3.35300005972385	ENST00000404824_36	[316 - 1836] cdna:putative chromosome:GRCh37:2:10923987:10978103:-1 gene:ENSG00000143870 gene_biotype:protein_coding transcript_biotype:protein_coding	36	1					
306	2	2	24.210000038147	13.680000603199	13.680000603199	sp|P25815|S100P_HUMAN	Protein S100-P OS=Homo sapiens GN=S100P PE=1 SV=2	HUMAN	1					
307	2	2	7.42999985814095	4.95399981737137	4.95399981737137	sp|P09758|TACD2_HUMAN	Tumor-associated calcium signal transducer 2 OS=Homo sapiens GN=TACSTD2 PE=1 SV=3	HUMAN	1					
307	0	2	5.91100007295609	3.94099988043308	3.94099988043308	ENST00000371225_15	[90 - 1307] cdna:known chromosome:GRCh37:1:59041099:59043166:-1 gene:ENSG00000184292 gene_biotype:protein_coding transcript_biotype:protein_coding	15	1					
308	2	2	17.8800001740456	7.94700011610985	7.94700011610985	sp|O15511|ARPC5_HUMAN	Actin-related protein 2/3 complex subunit 5 OS=Homo sapiens GN=ARPC5 PE=1 SV=3	HUMAN	1					
308	0	2	17.5300002098084	7.79199972748756	7.79199972748756	sp|O15511-2|ARPC5_HUMAN	Isoform 2 of Actin-related protein 2/3 complex subunit 5 OS=Homo sapiens GN=ARPC5	HUMAN	1					
309	2	2	4.86100018024445	2.77800001204014	2.77800001204014	sinf_c_1_1212	Streptococcus infantarius subsp. infantarius ATCC BAA-102 [116325 - 115030] enolase	c_1_1212	1					
310	2	2	3.0069999396801	1.83000005781651	1.83000005781651	pot306_c_11_63	Prevotella sp. oral taxon 306 str. F0472 [32814 - 35108]  ORF	c_11_63	2					
311	2	2	10.1899996399879	10.1899996399879	10.1899996399879	sp|Q9HD89|RETN_HUMAN	Resistin OS=Homo sapiens GN=RETN PE=2 SV=1	HUMAN	1					
312	2	2	16.3800001144409	16.3800001144409	16.3800001144409	sp|P01779|HV318_HUMAN	Ig heavy chain V-III region TUR OS=Homo sapiens PE=1 SV=1	HUMAN	1					
312	0	2	16.2400007247925	16.2400007247925	16.2400007247925	sp|P01776|HV315_HUMAN	Ig heavy chain V-III region WAS OS=Homo sapiens PE=1 SV=1	HUMAN	1					
312	0	2	15.9700006246567	15.9700006246567	15.9700006246567	sp|P01774|HV313_HUMAN	Ig heavy chain V-III region POM OS=Homo sapiens PE=1 SV=1	HUMAN	1					
312	0	2	16.5199995040894	16.5199995040894	16.5199995040894	sp|P01765|HV304_HUMAN	Ig heavy chain V-III region TIL OS=Homo sapiens PE=1 SV=1	HUMAN	1					
312	0	2	16.2400007247925	16.2400007247925	16.2400007247925	sp|P01764|HV303_HUMAN	Ig heavy chain V-III region VH26 OS=Homo sapiens PE=1 SV=1	HUMAN	1					
313	2	2	4.18700017035007	4.18700017035007	4.18700017035007	rmuc_c_1_709	Rothia mucilaginosa ATCC 25296 [262982 - 264199] translation elongation factor GTPase	c_1_709	1					
314	1.95	1.95	32.3500007390976	24.2599993944168	13.9699995517731	tr|D6RHX1|D6RHX1_HUMAN	Mucin-7 (Fragment) OS=Homo sapiens GN=MUC7 PE=4 SV=1	HUMAN	2					
314	0	1.95	11.6700001060963	8.75300019979477	5.04000000655651	sp|Q8TAX7|MUC7_HUMAN	Mucin-7 OS=Homo sapiens GN=MUC7 PE=1 SV=2	HUMAN	2					
314	0	1.95	11.2800002098083	8.46199989318848	4.87199984490871	ENST00000304887_19	[152 - 1321] cdna:known chromosome:GRCh37:4:71337834:71348714:1 gene:ENSG00000171195 gene_biotype:protein_coding transcript_biotype:protein_coding	19	2					
315	1.95	1.95	11.1400000751019	4.8030000180006	2.40199994295836	sp|Q8N4F0|BPIB2_HUMAN	BPI fold-containing family B member 2 OS=Homo sapiens GN=BPIFB2 PE=1 SV=2	HUMAN	1					
315	0	1.95	10.6499999761581	4.59299981594086	2.29599997401237	ENST00000170150_26	[133 - 1569] cdna:known chromosome:GRCh37:20:31595406:31611515:1 gene:ENSG00000078898 gene_biotype:protein_coding transcript_biotype:protein_coding	26	1					
316	1.94	1.94	19.1200003027916	4.9100000411272	4.9100000411272	ENST00000435711_17	[2 - 1162] cdna:known chromosome:GRCh37:2:178077500:178084593:1 gene:ENSG00000170144 gene_biotype:protein_coding transcript_biotype:protein_coding	17	2					
316	0	1.94	17.7200004458427	5.02599999308586	5.02599999308586	sp|P51991|ROA3_HUMAN	Heterogeneous nuclear ribonucleoprotein A3 OS=Homo sapiens GN=HNRNPA3 PE=1 SV=2	HUMAN	2					
316	0	1.94	18.8199996948242	5.33699989318848	5.33699989318848	sp|P51991-2|ROA3_HUMAN	Isoform 2 of Heterogeneous nuclear ribonucleoprotein A3 OS=Homo sapiens GN=HNRNPA3	HUMAN	2					
317	1.94	1.94	26.0899990797043	2.97500006854534	2.97500006854534	ENST00000455662_21	[105 - 1415] cdna:novel chromosome:GRCh37:2:71295431:71305998:1 gene:ENSG00000124357 gene_biotype:protein_coding transcript_biotype:protein_coding	21	1					
317	0	1.94	18.970000743866	3.3330000936985	3.3330000936985	sp|Q9UJ70-2|NAGK_HUMAN	Isoform 2 of N-acetyl-D-glucosamine kinase OS=Homo sapiens GN=NAGK	HUMAN	1					
317	0	1.94	18.8199996948242	3.82400006055832	3.82400006055832	tr|H7C3G9|H7C3G9_HUMAN	N-acetyl-D-glucosamine kinase OS=Homo sapiens GN=NAGK PE=1 SV=2	HUMAN	1					
317	0	1.94	18.6000004410744	3.77900004386902	3.77900004386902	sp|Q9UJ70|NAGK_HUMAN	N-acetyl-D-glucosamine kinase OS=Homo sapiens GN=NAGK PE=1 SV=4	HUMAN	1					
317	0	1.94	18.0899992585182	4.4369999319315	4.4369999319315	tr|C9JEV6|C9JEV6_HUMAN	N-acetyl-D-glucosamine kinase OS=Homo sapiens GN=NAGK PE=1 SV=3	HUMAN	1					
317	0	1.94	19.9000000953674	6.63300007581711	6.63300007581711	tr|H7C286|H7C286_HUMAN	N-acetyl-D-glucosamine kinase OS=Homo sapiens GN=NAGK PE=1 SV=2	HUMAN	1					
317	0	1.92	13.8300001621246	13.8300001621246	13.8300001621246	tr|E9PPU6|E9PPU6_HUMAN	Uncharacterized protein OS=Homo sapiens GN=NAGK PE=4 SV=2	HUMAN	1					
318	1.94	1.94	17.4999997019768	9.375	2.81199999153614	ksed_c_1_4670	Kytococcus sedentarius DSM 20547 [1597344 - 1598303] hypothetical protein	c_1_4670	1					
319	1.93	1.93	32.4000000953674	11.2000003457069	5.99999986588955	sp|P17931|LEG3_HUMAN	Galectin-3 OS=Homo sapiens GN=LGALS3 PE=1 SV=5	HUMAN	1					
319	0	1.93	29.3500006198883	10.1400002837181	5.43499998748302	ENST00000254301_9	[184 - 1011] cdna:known chromosome:GRCh37:14:55595762:55612121:1 gene:ENSG00000131981 gene_biotype:protein_coding transcript_biotype:protein_coding	9	1					
319	0	1.86	19.7400003671646	12.0200000703335	6.43799975514412	tr|G3V3R6|G3V3R6_HUMAN	Galectin OS=Homo sapiens GN=LGALS3 PE=1 SV=1	HUMAN	1					
320	1.92	56.85	78.0900001525879	67.9799973964691	62.9199981689453	tr|G3V1R1|G3V1R1_HUMAN	Basic peptide IB-6 OS=Homo sapiens GN=PRB1 PE=4 SV=1	HUMAN	47					
321	1.92	1.92	3.02000008523464	1.09099997207522	1.09099997207522	sp|Q9NQC3|RTN4_HUMAN	Reticulon-4 OS=Homo sapiens GN=RTN4 PE=1 SV=2	HUMAN	1					
321	0	1.92	2.92000006884336	1.05400001630187	1.05400001630187	ENST00000337526_55	[122 - 3820] cdna:known chromosome:GRCh37:2:55199325:55277680:-1 gene:ENSG00000115310 gene_biotype:protein_coding transcript_biotype:protein_coding	55	1					
321	0	1.92	3.76800000667572	3.76800000667572	3.76800000667572	tr|F8W914|F8W914_HUMAN	Reticulon OS=Homo sapiens GN=RTN4 PE=1 SV=1	HUMAN	1					
321	0	1.92	3.3160001039505	3.3160001039505	3.3160001039505	sp|Q9NQC3-5|RTN4_HUMAN	Isoform 5 of Reticulon-4 OS=Homo sapiens GN=RTN4	HUMAN	1					
321	0	1.92	3.4850001335144	3.4850001335144	3.4850001335144	sp|Q9NQC3-2|RTN4_HUMAN	Isoform 2 of Reticulon-4 OS=Homo sapiens GN=RTN4	HUMAN	1					
322	1.91	1.91	17.4999997019768	3.91700007021427	1.59099996089935	ENST00000262290_36	[2 - 2452] cdna:known chromosome:GRCh37:17:56315787:56345879:1 gene:ENSG00000167419 gene_biotype:protein_coding transcript_biotype:protein_coding	36	1					
322	0	1.91	18.9600005745888	4.4939998537302	1.82600002735853	sp|P22079|PERL_HUMAN	Lactoperoxidase OS=Homo sapiens GN=LPO PE=1 SV=2	HUMAN	1					
322	0	1.91	16.3900002837181	4.89999987185001	1.99100002646446	tr|F5H386|F5H386_HUMAN	Lactoperoxidase OS=Homo sapiens GN=LPO PE=4 SV=1	HUMAN	1					
322	0	1.91	17.0100003480911	5.08700013160706	2.06700004637241	sp|P22079-2|PERL_HUMAN	Isoform 2 of Lactoperoxidase OS=Homo sapiens GN=LPO	HUMAN	1					
323	1.9	1.9	15.6299993395805	10.1599998772144	10.1599998772144	ENST00000462693_8	[7 - 390] cdna:known chromosome:GRCh37:2:90043607:90044439:1 gene:ENSG00000241566 gene_biotype:IG_V_gene transcript_biotype:IG_V_gene	8	1					
324	1.89	9.93	50	45.2399998903275	36.5099996328354	sp|Q16778|H2B2E_HUMAN	Histone H2B type 2-E OS=Homo sapiens GN=HIST2H2BE PE=1 SV=3	HUMAN	7					
324	0	9.93	50	45.2399998903275	36.5099996328354	sp|P06899|H2B1J_HUMAN	Histone H2B type 1-J OS=Homo sapiens GN=HIST1H2BJ PE=1 SV=3	HUMAN	7					
324	0	9.93	47.0099985599518	42.5399988889694	34.3300014734268	ENST00000369155_4	[19 - 420] cdna:known chromosome:GRCh37:1:149856010:149858232:-1 gene:ENSG00000184678 gene_biotype:protein_coding transcript_biotype:protein_coding	4	7					
324	0	9.58	41.2699997425079	36.5099996328354	36.5099996328354	sp|P33778|H2B1B_HUMAN	Histone H2B type 1-B OS=Homo sapiens GN=HIST1H2BB PE=1 SV=2	HUMAN	7					
324	0	9.58	41.2699997425079	36.5099996328354	36.5099996328354	sp|P23527|H2B1O_HUMAN	Histone H2B type 1-O OS=Homo sapiens GN=HIST1H2BO PE=1 SV=3	HUMAN	7					
324	0	9.54	36.5099996328354	36.5099996328354	36.5099996328354	sp|Q8N257|H2B3B_HUMAN	Histone H2B type 3-B OS=Homo sapiens GN=HIST3H2BB PE=1 SV=3	HUMAN	7					
324	0	1.89	29.2699992656708	6.0979999601841	6.0979999601841	sp|Q6DRA6|H2B2D_HUMAN	Putative histone H2B type 2-D OS=Homo sapiens GN=HIST2H2BD PE=5 SV=3	HUMAN	1					
324	0	1.89	24.8699992895126	5.18100000917912	5.18100000917912	sp|Q6DN03|H2B2C_HUMAN	Putative histone H2B type 2-C OS=Homo sapiens GN=HIST2H2BC PE=5 SV=3	HUMAN	1					
325	1.89	1.92	37.7799987792969	13.3300006389618	8.14799964427948	tr|F6RFD5|F6RFD5_HUMAN	Destrin OS=Homo sapiens GN=DSTN PE=1 SV=1	HUMAN	1					
325	0	1.92	26.0600000619888	10.9099999070168	6.66700005531311	sp|P60981|DEST_HUMAN	Destrin OS=Homo sapiens GN=DSTN PE=1 SV=3	HUMAN	1					
325	0	1.92	29.0499985218048	12.16000020504	7.43200033903122	sp|P60981-2|DEST_HUMAN	Isoform 2 of Destrin OS=Homo sapiens GN=DSTN	HUMAN	1					
325	0	1.92	24.1600006818771	10.1099997758865	6.17999993264675	ENST00000474024_14	[221 - 754] cdna:known chromosome:GRCh37:20:17550727:17588887:1 gene:ENSG00000125868 gene_biotype:protein_coding transcript_biotype:protein_coding	14	1					
325	0	1.92	22.8699997067451	9.57399979233742	5.85100017488003	ENST00000246069_16	[278 - 841] cdna:known chromosome:GRCh37:20:17550508:17590564:1 gene:ENSG00000125868 gene_biotype:protein_coding transcript_biotype:protein_coding	16	1					
326	1.89	1.89	7.30800032615662	0.653599994257092	0.653599994257092	sp|Q8WWI1|LMO7_HUMAN	LIM domain only protein 7 OS=Homo sapiens GN=LMO7 PE=1 SV=3	HUMAN	1					
326	0	1.89	7.36199989914894	0.704200007021427	0.704200007021427	ENST00000321797_84	[230 - 4915] cdna:putative chromosome:GRCh37:13:76334570:76432808:1 gene:ENSG00000136153 gene_biotype:protein_coding transcript_biotype:protein_coding	84	1					
326	0	1.89	6.2279999256134	0.658700009807944	0.658700009807944	tr|J3KP06|J3KP06_HUMAN	LIM domain only protein 7 OS=Homo sapiens GN=LMO7 PE=1 SV=1	HUMAN	1					
326	0	1.89	6.44399970769882	0.681499997153878	0.681499997153878	tr|F8WD26|F8WD26_HUMAN	LIM domain only protein 7 OS=Homo sapiens GN=LMO7 PE=1 SV=1	HUMAN	1					
326	0	1.89	7.65400007367134	0.786800030618906	0.786800030618906	tr|E9PMT2|E9PMT2_HUMAN	LIM domain only protein 7 OS=Homo sapiens GN=LMO7 PE=1 SV=1	HUMAN	1					
326	0	1.89	6.44399970769882	0.681499997153878	0.681499997153878	sp|Q8WWI1-4|LMO7_HUMAN	Isoform 4 of LIM domain only protein 7 OS=Homo sapiens GN=LMO7	HUMAN	1					
326	0	1.89	7.70900025963783	0.815400015562773	0.815400015562773	sp|Q8WWI1-3|LMO7_HUMAN	Isoform 3 of LIM domain only protein 7 OS=Homo sapiens GN=LMO7	HUMAN	1					
326	0	1.89	6.2279999256134	0.658700009807944	0.658700009807944	sp|Q8WWI1-2|LMO7_HUMAN	Isoform 2 of LIM domain only protein 7 OS=Homo sapiens GN=LMO7	HUMAN	1					
326	0	1.89	6.40399977564812	0.677300011739135	0.677300011739135	ENST00000377534_115	[1231 - 6102] cdna:known chromosome:GRCh37:13:76194570:76434004:1 gene:ENSG00000136153 gene_biotype:protein_coding transcript_biotype:protein_coding	115	1					
326	0	1.89	7.52900019288063	0.862700026482344	0.862700026482344	tr|E9PMS6|E9PMS6_HUMAN	LIM domain only protein 7 OS=Homo sapiens GN=LMO7 PE=1 SV=1	HUMAN	1					
326	0	1.89	6.35399967432022	0.794200040400028	0.794200040400028	tr|E9PLH4|E9PLH4_HUMAN	LIM domain only protein 7 OS=Homo sapiens GN=LMO7 PE=1 SV=1	HUMAN	1					
326	0	1.89	7.17699974775314	1.05299996212125	1.05299996212125	tr|E9PMP7|E9PMP7_HUMAN	LIM domain only protein 7 (Fragment) OS=Homo sapiens GN=LMO7 PE=1 SV=2	HUMAN	1					
326	0	1.89	6.16099983453751	1.04299997910857	1.04299997910857	tr|H0Y424|H0Y424_HUMAN	LIM domain only protein 7 (Fragment) OS=Homo sapiens GN=LMO7 PE=1 SV=2	HUMAN	1					
327	1.89	1.89	57.4999988079071	9.1669999063015	9.1669999063015	ENST00000532359_7	[2 - 361] cdna:novel chromosome:GRCh37:11:8704339:8707395:1 gene:ENSG00000166441 gene_biotype:protein_coding transcript_biotype:protein_coding	7	1					
327	0	1.89	52.209997177124	9.7350001335144	9.7350001335144	tr|E9PLX7|E9PLX7_HUMAN	60S ribosomal protein L27a OS=Homo sapiens GN=RPL27A PE=1 SV=1	HUMAN	1					
327	0	1.89	33.3299994468689	6.21500015258789	6.21500015258789	ENST00000314138_16	[317 - 847] cdna:known chromosome:GRCh37:11:8703958:8711419:1 gene:ENSG00000166441 gene_biotype:protein_coding transcript_biotype:protein_coding	16	1					
327	0	1.89	33.1099987030029	7.43200033903122	7.43200033903122	sp|P46776|RL27A_HUMAN	60S ribosomal protein L27a OS=Homo sapiens GN=RPL27A PE=1 SV=2	HUMAN	1					
327	0	1.89	37.3600006103516	12.0899997651577	12.0899997651577	tr|E9PJD9|E9PJD9_HUMAN	60S ribosomal protein L27a OS=Homo sapiens GN=RPL27A PE=1 SV=1	HUMAN	1					
327	0	1.89	24.0700006484985	10.1899996399879	10.1899996399879	tr|E9PLL6|E9PLL6_HUMAN	60S ribosomal protein L27a OS=Homo sapiens GN=RPL27A PE=1 SV=1	HUMAN	1					
328	1.89	1.89	17.3299998044968	4.33200001716614	4.33200001716614	ENST00000542912_13	[77 - 907] cdna:novel chromosome:GRCh37:12:7074627:7079812:-1 gene:ENSG00000215021 gene_biotype:protein_coding transcript_biotype:protein_coding	13	1					
328	0	1.89	15.5300006270409	3.88300009071827	3.88300009071827	ENST00000399433_19	[181 - 1107] cdna:known chromosome:GRCh37:12:7074848:7079916:-1 gene:ENSG00000215021 gene_biotype:protein_coding transcript_biotype:protein_coding	19	1					
328	0	1.89	13.7099996209145	4.01300005614758	4.01300005614758	tr|J3KPX7|J3KPX7_HUMAN	Prohibitin-2 OS=Homo sapiens GN=PHB2 PE=1 SV=1	HUMAN	1					
328	0	1.89	15.3600007295609	4.4939998537302	4.4939998537302	tr|F5GY37|F5GY37_HUMAN	Prohibitin-2 OS=Homo sapiens GN=PHB2 PE=1 SV=1	HUMAN	1					
328	0	1.89	13.7099996209145	4.01300005614758	4.01300005614758	sp|Q99623|PHB2_HUMAN	Prohibitin-2 OS=Homo sapiens GN=PHB2 PE=1 SV=2	HUMAN	1					
329	1.89	1.89	11.8500001728535	2.03699991106987	2.03699991106987	ENST00000264639_29	[157 - 1776] cdna:known chromosome:GRCh37:17:38137050:38154213:1 gene:ENSG00000108344 gene_biotype:protein_coding transcript_biotype:protein_coding	29	1					
329	0	1.89	10.4900002479553	2.06000003963709	2.06000003963709	sp|O43242|PSMD3_HUMAN	26S proteasome non-ATPase regulatory subunit 3 OS=Homo sapiens GN=PSMD3 PE=1 SV=2	HUMAN	1					
330	1.89	1.89	17.1100005507469	7.23700001835823	7.23700001835823	sp|P62269|RS18_HUMAN	40S ribosomal protein S18 OS=Homo sapiens GN=RPS18 PE=1 SV=3	HUMAN	1					
330	0	1.89	20.3099995851517	8.59400033950806	8.59400033950806	ENST00000476288_13	[255 - 638] cdna:known chromosome:GRCh37:HSCHR6_MHC_QBL:33168712:33173129:1 gene:ENSG00000096150 gene_biotype:protein_coding transcript_biotype:protein_coding	13	1					
330	0	1.89	51.3899981975555	15.2799993753433	15.2799993753433	ENST00000447187_6	[104 - 319] cdna:pseudogene chromosome:GRCh37:1:227618227:227618677:1 gene:ENSG00000242757 gene_biotype:pseudogene transcript_biotype:processed_pseudogene	6	1					
330	0	1.89	15.0299996137619	6.35799989104271	6.35799989104271	ENST00000211372_11	[48 - 566] cdna:known chromosome:GRCh37:HSCHR6_MHC_QBL:33168626:33173129:1 gene:ENSG00000096150 gene_biotype:protein_coding transcript_biotype:protein_coding	11	1					
331	1.86	1.86	26.0399997234344	7.61699974536896	4.17700000107288	sp|P41218|MNDA_HUMAN	Myeloid cell nuclear differentiation antigen OS=Homo sapiens GN=MNDA PE=1 SV=1	HUMAN	1					
332	1.85	1.85	15.5000001192093	4.7970000654459	4.7970000654459	pbus_c_1_1149	Prevotella buccalis ATCC 35310 [1163 - 351] DnaJ domain protein	c_1_1149	1					
333	1.85	1.85	11.710000038147	11.710000038147	11.710000038147	rmuc_c_1_756	Rothia mucilaginosa ATCC 25296 [280357 - 280689] ribosomal protein L24	c_1_756	1					
334	1.84	1.84	14.7900000214577	3.2150000333786	3.2150000333786	ENST00000590230_10	[10 - 942] cdna:known chromosome:GRCh37:19:851014:856242:1 gene:ENSG00000197561 gene_biotype:protein_coding transcript_biotype:protein_coding	10	1					
334	0	1.84	13.4800001978874	3.74500006437302	3.74500006437302	sp|P08246|ELNE_HUMAN	Neutrophil elastase OS=Homo sapiens GN=ELANE PE=1 SV=1	HUMAN	1					
335	1.83	1.83	20.8599999547005	3.71400006115437	3.71400006115437	ENST00000395047_18	[2 - 1051] cdna:known chromosome:GRCh37:5:133307643:133340533:-1 gene:ENSG00000213585 gene_biotype:protein_coding transcript_biotype:protein_coding	18	1					
335	0	1.83	18.3699995279312	4.59400005638599	4.59400005638599	sp|P21796|VDAC1_HUMAN	Voltage-dependent anion-selective channel protein 1 OS=Homo sapiens GN=VDAC1 PE=1 SV=2	HUMAN	1					
335	0	1.74	13.0400002002716	7.06499963998795	7.06499963998795	tr|C9JI87|C9JI87_HUMAN	Voltage-dependent anion-selective channel protein 1 (Fragment) OS=Homo sapiens GN=VDAC1 PE=1 SV=1	HUMAN	1					
336	1.82	1.83	30.8099985122681	9.09100025892258	4.03999984264374	sp|P32119|PRDX2_HUMAN	Peroxiredoxin-2 OS=Homo sapiens GN=PRDX2 PE=1 SV=5	HUMAN	1					
336	0	1.83	29.6099990606308	8.73799994587898	3.88300009071827	ENST00000301522_11	[106 - 723] cdna:known chromosome:GRCh37:19:12907634:12912673:-1 gene:ENSG00000167815 gene_biotype:protein_coding transcript_biotype:protein_coding	11	1					
337	1.81	1.81	23.0800002813339	14.5300000905991	7.69200026988983	ENST00000419498_9	[2 - 352] cdna:pseudogene chromosome:GRCh37:1:220317306:220317693:-1 gene:ENSG00000232134 gene_biotype:pseudogene transcript_biotype:processed_pseudogene	9	2					
337	0	1.79	24.32000041008	11.4900000393391	6.0809999704361	ENST00000563390_9	[26 - 469] cdna:known chromosome:GRCh37:16:18794278:18801705:-1 gene:ENSG00000134419 gene_biotype:protein_coding transcript_biotype:protein_coding	9	2					
337	0	1.79	17.0000001788139	17.0000001788139	9.00000035762787	tr|I3L3P7|I3L3P7_HUMAN	40S ribosomal protein S15a OS=Homo sapiens GN=RPS15A PE=1 SV=1	HUMAN	2					
337	0	1.79	15.3200000524521	15.3200000524521	8.10799971222878	tr|I3L246|I3L246_HUMAN	40S ribosomal protein S15a OS=Homo sapiens GN=RPS15A PE=4 SV=1	HUMAN	2					
337	0	1.79	7.17300027608871	7.17300027608871	3.79699990153313	tr|H3BN98|H3BN98_HUMAN	Uncharacterized protein (Fragment) OS=Homo sapiens PE=4 SV=2	HUMAN	2					
337	0	1.79	13.0799993872643	13.0799993872643	6.92299976944923	sp|P62244|RS15A_HUMAN	40S ribosomal protein S15a OS=Homo sapiens GN=RPS15A PE=1 SV=2	HUMAN	2					
337	0	1.79	12.1399998664856	12.1399998664856	6.4290001988411	ENST00000572008_8	[1 - 420] cdna:known chromosome:GRCh37:16:18793313:18801656:-1 gene:ENSG00000134419 gene_biotype:protein_coding transcript_biotype:nonsense_mediated_decay	8	2					
338	1.8	1.8	7.82599970698357	7.82599970698357	7.82599970698357	sp|P04433|KV309_HUMAN	Ig kappa chain V-III region VG (Fragment) OS=Homo sapiens PE=1 SV=1	HUMAN	1					
339	1.78	1.78	17.4799993634224	6.91099986433983	4.06499989330769	sp|P51572|BAP31_HUMAN	B-cell receptor-associated protein 31 OS=Homo sapiens GN=BCAP31 PE=1 SV=3	HUMAN	1					
339	0	1.78	13.740000128746	5.43100014328957	3.19500006735325	sp|P51572-2|BAP31_HUMAN	Isoform 2 of B-cell receptor-associated protein 31 OS=Homo sapiens GN=BCAP31	HUMAN	1					
339	0	1.78	12.8000006079674	5.05999997258186	2.97599993646145	ENST00000458587_20	[362 - 1369] cdna:known chromosome:GRCh37:X:152965954:152989549:-1 gene:ENSG00000185825 gene_biotype:protein_coding transcript_biotype:protein_coding	20	1					
339	0	1.78	11.259999871254	4.45000007748604	2.61799991130829	ENST00000345046_15	[1 - 1146] cdna:known chromosome:GRCh37:X:152965952:152990152:-1 gene:ENSG00000185825 gene_biotype:protein_coding transcript_biotype:protein_coding	15	1					
339	0	1.35	19.7799995541573	5.49499988555908	5.49499988555908	tr|C9JSP1|C9JSP1_HUMAN	B-cell receptor-associated protein 31 (Fragment) OS=Homo sapiens GN=BCAP31 PE=1 SV=1	HUMAN	1					
339	0	1.35	19.2499995231628	5.34799993038177	5.34799993038177	tr|C9JQ75|C9JQ75_HUMAN	B-cell receptor-associated protein 31 (Fragment) OS=Homo sapiens GN=BCAP31 PE=1 SV=1	HUMAN	1					
339	0	1.35	20.2199995517731	5.61800003051758	5.61800003051758	tr|C9JMD7|C9JMD7_HUMAN	B-cell receptor-associated protein 31 (Fragment) OS=Homo sapiens GN=BCAP31 PE=1 SV=1	HUMAN	1					
339	0	1.35	19.1499993205071	5.31900003552437	5.31900003552437	tr|C9J0M4|C9J0M4_HUMAN	B-cell receptor-associated protein 31 (Fragment) OS=Homo sapiens GN=BCAP31 PE=1 SV=1	HUMAN	1					
340	1.77	1.77	15.1800006628036	5.78299984335899	3.61399985849857	sp|P05120|PAI2_HUMAN	Plasminogen activator inhibitor 2 OS=Homo sapiens GN=SERPINB2 PE=1 SV=2	HUMAN	1					
340	0	1.77	14.4500002264977	5.50500005483627	3.4400001168251	ENST00000457692_29	[271 - 1578] cdna:known chromosome:GRCh37:18:61554939:61571113:1 gene:ENSG00000197632 gene_biotype:protein_coding transcript_biotype:protein_coding	29	1					
340	0	1.39	13.2699996232986	13.2699996232986	13.2699996232986	tr|E9PDK7|E9PDK7_HUMAN	Plasminogen activator inhibitor 2 (Fragment) OS=Homo sapiens GN=SERPINB2 PE=1 SV=1	HUMAN	1					
340	0	1.39	11.3600000739098	11.3600000739098	11.3600000739098	tr|E7ERB5|E7ERB5_HUMAN	Plasminogen activator inhibitor 2 (Fragment) OS=Homo sapiens GN=SERPINB2 PE=1 SV=1	HUMAN	1					
340	0	1.39	9.31700021028519	9.31700021028519	9.31700021028519	tr|E7EPJ9|E7EPJ9_HUMAN	Plasminogen activator inhibitor 2 (Fragment) OS=Homo sapiens GN=SERPINB2 PE=1 SV=1	HUMAN	1					
341	1.77	1.77	11.4399999380112	3.81200015544891	3.81200015544891	pflu1300_c_1_21228	Pseudomonas fluorescens Pf-5 [6491785 - 6492807]  ORF	c_1_21228	1					
342	1.77	1.77	10.360000282526	3.64100001752377	3.64100001752377	belk_c_97_24	Bradyrhizobium elkanii 587 [5444 - 6514]  ORF	c_97_24	1					
343	1.76	1.76	25.4999995231628	8.72500017285347	8.72500017285347	tr|F5GY03|F5GY03_HUMAN	SPARC (Fragment) OS=Homo sapiens GN=SPARC PE=4 SV=1	HUMAN	1					
343	0	1.76	12.5400006771088	4.28999997675419	4.28999997675419	sp|P09486|SPRC_HUMAN	SPARC OS=Homo sapiens GN=SPARC PE=1 SV=1	HUMAN	1					
343	0	1.76	11.4100001752377	3.90399992465973	3.90399992465973	ENST00000231061_18	[225 - 1223] cdna:known chromosome:GRCh37:5:151040657:151066726:-1 gene:ENSG00000113140 gene_biotype:protein_coding transcript_biotype:protein_coding	18	1					
344	1.75	2.58	11.7799997329712	6.4240001142025	3.21200005710125	sp|O76013|KRT36_HUMAN	Keratin, type I cuticular Ha6 OS=Homo sapiens GN=KRT36 PE=1 SV=1	HUMAN	1					
345	1.74	1.74	42.3099994659424	13.459999859333	13.459999859333	tr|H7C125|H7C125_HUMAN	Ras-related protein Rab-2A (Fragment) OS=Homo sapiens GN=RAB2A PE=1 SV=1	HUMAN	1					
345	0	1.74	20.7499995827675	6.6040001809597	6.6040001809597	sp|P61019|RAB2A_HUMAN	Ras-related protein Rab-2A OS=Homo sapiens GN=RAB2A PE=1 SV=1	HUMAN	1					
345	0	1.74	23.3999997377396	7.44699984788895	7.44699984788895	sp|P61019-2|RAB2A_HUMAN	Isoform 2 of Ras-related protein Rab-2A OS=Homo sapiens GN=RAB2A	HUMAN	1					
345	0	1.74	22.9200005531311	7.29200020432472	7.29200020432472	ENST00000531289_11	[261 - 836] cdna:novel chromosome:GRCh37:8:61429495:61533547:1 gene:ENSG00000104388 gene_biotype:protein_coding transcript_biotype:protein_coding	11	1					
345	0	1.74	27.3299992084503	8.69600027799606	8.69600027799606	ENST00000530071_6	[2 - 484] cdna:known chromosome:GRCh37:8:61496603:61533500:1 gene:ENSG00000104388 gene_biotype:protein_coding transcript_biotype:processed_transcript	6	1					
